unit_name,building,sub_community,community,emirate,bedrooms,bathrooms,size_sqft,price_aed,price_period,agent,agency,dld_permit,listed_date,url
Vacant | Sea View | Unfurnished,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,736,135000,yearly,Shivani Symonds,Dacha Real Estate,71353253352,2026-03-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PtFv0rlqZU.html
Bills Inclusive | Fully Furnished | 2BR plus Maids,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,2,3,1816,550000,yearly,Amanda Hourieh,betterhomes - Portfolio Leasing,7135325342,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-2PkxBR1NG6K.html
Fully Furnished | Partial Sea View | Ready to View,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,793,190000,yearly,Ekaterina Petrova,Idigov Real Estate,71353253447,2026-02-25,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2Pi4NRWsEs4.html
Vibrant Lifestyle| Waterfront Views | Vacant,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,796,125000,yearly,Aida Cheraghalian,O W J REAL ESTATE L.L.C,71353254207,2026-02-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PWKuvYG0Uy.html
Private Beach Access | Marina View | Furnished,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1235,270000,yearly,Ahmed Sayed,GULF SEA REAL ESTATE L.L.C,71353254777,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16338012.html
Best Price | Exclusive | Large Layout | 5 Star Living,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,1,2,810,180000,yearly,Rustam Avazov,Hamptons International - T2,7135325530,2026-01-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-16164848.html
Brand New | Pool View | Furnished Option,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1292,217999,yearly,Jenny Davidson,White & Co Real Estate,71353255727,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65162539.html
Exclusive | Furnished | Palm and The Address View,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,728,170000,yearly,Sokhna Baly Diaw,betterhomes - Dubai Marina,71353256012,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2Q72qKrTjQO.html
Upgraded | Furnished | Fitted Kitchen | Luxury,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,737,150000,yearly,Kristjuan Markvukaj,National Homes,71353256202,2026-02-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PnKy5IFF7A.html
Marina Views | Best Layout 2 Bed | By The Address,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,1,1206,220000,yearly,Oliver Rust,Prime Location Properties,71353257152,2026-02-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PZY7EEVXEm.html
Large Layout | Marina View | Brand New,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1937,399000,yearly,Oxana Kostyleva,fam Properties - Branch 13,71353257247,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PgDaHWSTCa.html
Brand New | Corner Unit | High Floor,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1198,220000,yearly,Maximilian Hoffmann,ENGEL & VÖLKERS Dubai - L1,71353257532,2026-02-25,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2Phmv1H6SMy.html
Sea View |Vacant |Best Price |Premium Location,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,796,124990,yearly,Ahsan Nisar,Aurantius Real Estate,71353257627,2026-01-22,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16136311.html
Corner Unit | Maids | Marina View | Furnished,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,1937,349000,yearly,Kristina  Starovoitova ,WHITEWILL REAL ESTATE BROKERS L.L.C,71353260667,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16217351.html
Exclusive | Brand New | Full Sea View,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1235,250000,yearly,Alla Sydorchuk,Hamptons International - Leasing,71353261617,2026-02-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16228891.html
Upgraded 01 | High Floor | Marina,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1176,280000,yearly,Sherif Matar,Provident Real Estate,71353261902,2026-02-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-2PUPI3VEj4q.html
Flexible price | Marina and Palm View | Premium,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1202,210000,yearly,Kristina Shemiakina,Country Home Real Estate Broker LLC,71353262282,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PjMSRZN4vA.html
Full Marina View | 2BR at Emaar Beachfront,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,3,1141,265000,yearly,Maryam Muhammad Anwar,G P G Global Real Estate Brokerage,71353263422,2026-02-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-16285881.html
FULL PALM VIEW | PRIVATE BEACH | BRAND NEW,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,796,120000,yearly,Viktoriia Lytvynenko,MYEI MIDDLE EAST REAL ESTATE BROKERAGE L.L.C,71353263707,2026-03-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65948506.html
Palm and Marina View | Fully Furnished | Beach Acces,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1202,220000,yearly,Ekaterina Klochkova,PRIMAL ALLIANCE REAL ESTATE,71353264467,2026-01-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16146515.html
Upper Level | Full Sea Panorama | Beachfront Charm,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,2,736,170000,yearly,Karl Marcus Andersson,Metropolitan Premium Properties,71353264562,2026-02-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2PNpZUE6xSS.html
1 Bedroom | Fully Furnished | Brand New,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,727,200000,yearly,Shayan Abdullah Abdullah Rehmani,RGP PROPERTIES L.L.C,71353264752,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-64412625.html
Full Marina View | Stylish | Great Location,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1173,250000,yearly,Laica Jean Dela Cruz,Metropolitan Premium Properties,71353264942,2026-01-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16159256.html
Best Deal | Fully Upgraded | Unobstructed Sea View,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1141,260000,yearly,Sokhna Baly Diaw,betterhomes - Dubai Marina,71353265132,2026-03-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-66327121.html
Amazing Sea Views | Beach Access | Fully Furnished,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,729,210000,yearly,Ludmila Vidrascu,TUIMAADA REAL ESTATE BUYING & SELLING BROKERAGE LLC,71353265512,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16338238.html
Brand New | Full Marina and Sea View | High Floor,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1845,425000,yearly,Anastasiia Makbulova,Metropolitan Premium Properties,71353265892,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65166311.html
FULL MARINA VIEW | FURNISHED | MULTIPLE CHEQUES,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1218,260000,yearly,Henry Okafor,Elite Property Brokerage,71353266082,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-67840191.html
Fully Furnished | High Floor | Upgraded,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,727,185000,yearly,Sivan Saeed,DD Realty,71353266462,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-67826566.html
Brand New | Luxury | Sea View | Vacant,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1173,210000,yearly,Ideen Zavar,Housess Global Real Estate,71353268362,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-64426790.html
Very High Floor | Sea View S2E | Premium Location,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,2,2,1482,800000,yearly,Victoria Avramych,PRIMAL ALLIANCE REAL ESTATE,7135326846,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-67450868.html
Full Palm View | High Floor | Corner Unit,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,796,149999,yearly,Artjom Rozakov,White & Co Real Estate,71353268847,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-15999734.html
Palm View | High Rise | Ready To Move,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,729,155000,yearly,Olivia Phillpot,Allsopp & Allsopp - Residential Lettings,71353268942,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-16213601.html
Sea View | High Floor | Furnished,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,736,165000,yearly,Evgeniia Vinokurova,TUIMAADA REAL ESTATE BUYING & SELLING BROKERAGE LLC,71353269132,2026-02-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16278863.html
Exclusive | Vacant | Breathtaking Palm View,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,727,175000,yearly,Kristina Jurgina,PRIMAL ALLIANCE REAL ESTATE,71353269892,2026-02-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16315665.html
Ready to Move-in | Beach Access | Vacant,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1141,215000,yearly,Sara Ghahremanloo,SEVEN STONES REAL ESTATE BUYING & SELLING BROKERAGE,71353270272,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65569487.html
Fully Furnished | Palm View | One-Month Free,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,1,1,728,150000,yearly,Lucas McCone,McCone Properties,71353271602,2026-03-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2Q6i4CB2nwG.html
High Floor (35+) | Fully Furnished | Vacant & Read,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1218,239000,yearly,Kristina  Starovoitova ,WHITEWILL REAL ESTATE BROKERS L.L.C,71353272552,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-2Q3I5PfaCPo.html
Fully furnished 2 Bedrooms | Sea view,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,2,2,1202,240000,yearly,Olga Polettskaia,COLIFE REAL ESTATE,71353272647,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-15603617.html
Unfurnished | Palm View | Prime Area | Vacant,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,1681,350000,yearly,Sunil Rathod,APEX CAPITAL REAL ESTATE LLC,71353273122,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65554324.html
Sea View | High Floor | Vacant,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,2,3,1464,450000,yearly,Muntaz Abdul Satar Ossumane Bacai,Mahel Real Estate,7135327316,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-2Q1hieYrfE0.html
Scenic Sea Views | Luxury | Best Layout,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,4,5,2498,550000,yearly,Michael Nickells,White & Co Real Estate,71353273217,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-67434042.html
Furnished | Video on Request | Sea Views,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,1681,420000,yearly,Michael Nickells,White & Co Real Estate,71353273597,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-67443114.html
Penthouse Living | Vacant | Sea View,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,4,5,2437,799999,yearly,Georgia Peacock,LUXURYX AGENTS REAL ESTATE L.L.C,71353273702,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-65554571.html
High Floor | Beach Access | Maids Room,Palace Beach Residence Tower 2,EMAAR Beachfront,Dubai Harbour,Dubai,3,3,1662,450000,yearly,Sofia Kashirina,NOVVI Properties,71353273987,2026-02-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-2-16254973.html
3BR Duplex | Direct Beach Access |Full Marina View,Palace Beach Residence Podium,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,2027,600000,yearly,Walter Campofranco,fam Properties - Branch 13,71353275522,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-podium-65563296.html
Apartment Duplex | Private Beach Access | Sea View,Palace Beach Residence Podium,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,2041,750000,yearly,Sarah Hajjari,fam Properties - Branch 13,71353275807,2026-01-22,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-podium-16137079.html
Full Sea Views | Duplex | Vacant,Palace Beach Residence Podium,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,2019,450000,yearly,Yousif Alarif ,fam Properties - Branch 6,71353275902,2026-02-12,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-podium-16307299.html
Spacious Unit | Brand New | Ready to Move,Palace Beach Residence Tower 1,EMAAR Beachfront,Dubai Harbour,Dubai,3,4,1976,479998,yearly,Joe Feghaly,Ayoub & Co.,71353275997,2026-02-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-harbour-emaar-beachfront-palace-beach-residence-palace-beach-residence-tower-1-16321292.html
Furnished 1BR | Panoramic Sea & City Views,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,1,2,1142,350000,yearly,Rehan Khan,CHAINEX REAL ESTATE L.L.C,7135327786,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-67450574.html
Ultra High Floor | Rare Aerial Views | Full Marina,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,1,2,696,180000,yearly,Zulfiya Nurmukhametova,21ST CENTURY REAL ESTATE L.L.C,7135329196,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-67837565.html
Sea View | High Floor | Fully Furnished,Jumeirah Gate Tower 2,The Address Jumeirah Resort and Spa,Jumeirah Beach Residence,Dubai,1,2,1142,435000,yearly,Katy Dubrouskaya,Huspy Dubai,7135330324,2026-01-30,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-the-address-jumeirah-resort-and-spa-jumeirah-gate-tower-2-16200547.html
Multiple Options | Upgraded | Large Layout |,Studio One,,Dubai Marina,Dubai,1,1,777,108900,yearly,Hammad Raza Khalid,fam Properties - Branch 6,7135713808,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-studio-one-2Q1VKUaqj3o.html
Unfurnished | Large Layout | Vacant,Studio One,,Dubai Marina,Dubai,1,2,719,105000,yearly,Amandeep Lalli,Elysian Real Estate - Palm Jumeirah Office,7135715218,2026-02-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-studio-one-2PeWlEIhTma.html
