evidence date,data points,all developments,community/building,sub community / building,sub community / building.1,beds,annualised rental price (aed),contract rental price (aed),unit size (sq ft),plot size (sq ft),rent (aed/sq ft),unit type,floor level,unit no.,rent recurrence,view,developer name,source,comments,villa type,maid,study,balcony,select data points,price (aed),price (aed/sq ft),sales recurrence,frequency,chiller fee included,furnished,utilities
25 Apr 2026,Rental Contracts,Trade Center 2,Al Kawakeb Buildings,Al Kawakeb D,,2,70000.0,70000.0,898.0,,78.0,Apartment | 3360132,3,302,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,Al Warqaa Residence,,2,54648.0,54648.0,874.0,,63.0,Apartment | 4210615,3,301,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Business Bay,The Court Tower,,,-,352665.0,352665.0,1975.0,,179.0,Office | 3460489,16,1605,Renewal,-,Tanmiyat,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster Y,Lakeshore Tower,,1,75000.0,75000.0,785.0,,96.0,Apartment | 3936071,12,1201,New Contract,-,Al Bodor Real Estate,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 1,Building 38,,1,40950.0,40950.0,625.0,,66.0,Apartment | 3650634,4,403,Renewal,-,Dubai Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Jabri Tower 1,,2,46000.0,46000.0,950.0,,48.0,Apartment | 2410396,1,108,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Suq Al Kabeer,-,,,-,38500.0,38500.0,151.0,,255.0,Retail,-,SHOP 4,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster K,MBL Residence,,1,103399.0,100000.0,751.0,,138.0,Apartment | 3930975,8,806,Renewal,-,MAG Group,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Mankhool,Al Ain Center,,3,125000.0,125000.0,,,,Apartment | 3170237,-,F415,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Murar,,,-,30500.0,30500.0,255.0,,120.0,Apartment,-,403,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,,,2,74200.0,74200.0,1270.0,,58.0,Apartment,6,614,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,2,49000.0,49000.0,850.0,,58.0,Apartment,10,1002,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 2,Al Khail Gate 1-15,,2,58212.0,58212.0,1211.0,,48.0,Apartment | 3650634,4,405,Renewal,-,Dubai Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Baraha,,,Studio,23100.0,23100.0,344.0,,67.0,Apartment,-,214,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Barsha Heights,Vista Tower,,,2,90000.0,90000.0,850.0,,106.0,Apartment | 3830293,26,2606,New Contract,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Samari Residences | Samari Residences 6,2,43890.0,43890.0,889.0,,49.0,Apartment | 6140269,-,419,Renewal,-,Wasl,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muteena,,,-,22969.0,46000.0,538.0,,43.0,Office,-,M08,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Al Raha Building,,1,55000.0,55000.0,567.0,,97.0,Apartment | 3731357,-,720,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Ayal Nasir,,,-,22000.0,22000.0,684.0,,32.0,Office | 1160229,M,M5,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Hor Al Anz,Hor Al Anz East,Gold Building,1,46305.0,46305.0,850.0,,54.0,Apartment,4,403,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Barsha Horizon,,1,75000.0,75000.0,600.0,,125.0,Apartment,4,407,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Al Nabooda Block A,,Studio,34550.0,34550.0,341.0,,101.0,Apartment | 3190121,SECOND FLOOR,208,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Creek Harbour,Palace Residences,,,3,290000.0,290000.0,1778.0,,163.0,Apartment | 4154763,9,911,New Contract,-,Emaar,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Dari Residence,,1,39500.0,39500.0,883.0,,45.0,Apartment,-,308,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Business Bay,Tamani Arts Office,,,-,46000.0,46000.0,314.0,,146.0,Office | 3466802,11,1123,Renewal,-,The Developer Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Topaz Residences,Topaz Residence 3,,1,63500.0,63500.0,925.0,,69.0,Apartment | 6262592,4,413,Renewal,-,GGICO,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais First,-,,,2,48000.0,48000.0,,,,Apartment,-,102,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,Al Muhairi Building 3,,3,210000.0,210000.0,1448.0,,145.0,Apartment,3,302,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Trade Center 1,White Swan Tower,,,-,145000.0,145000.0,1450.0,,100.0,Office,-,508,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Garhoud,Liberty Building,,,-,15000.0,15000.0,269.0,,56.0,Office,-,M5-1,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Ali Khalifa Building,,1,46000.0,46000.0,603.0,,76.0,Apartment,10,1003,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,A. W. Bin Sahabib Twin Tower,,1,48500.0,48500.0,721.0,,67.0,Apartment,2,B-210,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Mohammed Saeed Hareb Building (KML3),,1,64000.0,64000.0,753.0,,85.0,Apartment,6,F # 603,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Mohammed Saeed Hareb Building (KML3),,1,54300.0,54300.0,753.0,,72.0,Apartment,2,F # 203,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais,Al Qusais Building,,,1,40425.0,40425.0,865.0,,47.0,Apartment,11,1109,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Hor Al Anz,,,2,30000.0,30000.0,806.0,,37.0,Apartment | 1270146,M,5,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Quoz,Al Quoz 4,,,Studio,32000.0,32000.0,38.0,,842.0,Apartment,-,Flat 305,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 2,Al Khail Gate 1-23,,2,57330.0,57330.0,1209.0,,47.0,Apartment | 3650634,6,607,Renewal,-,Dubai Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,Green Emirates Building,,1,43000.0,43000.0,915.0,,47.0,Apartment | 2410487,7,703,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais,Sajaya 3,,,1,70000.0,70000.0,820.0,,85.0,Apartment,4,FLAT 404,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,Studio,22050.0,22050.0,417.0,,53.0,Apartment,-,G02,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Business Bay,Tiara United Towers,Tiara West Tower,,2,116060.0,116060.0,1210.0,,96.0,Apartment,32,3206,Renewal,-,Wasl,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Mesoamerican Cluster,Building 246,,Studio,39899.0,39899.0,484.0,,82.0,Apartment | 59110202,2,210,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Karama,Wasl Amber,,1,57330.0,57330.0,923.0,,62.0,Apartment,1,128,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Mogul Cluster,Building 162,,Studio,37999.0,37999.0,441.0,,86.0,Apartment | 59110097,G,G06,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Madinat Dubai Al Melaheyah,,,3,111100.0,111100.0,1918.0,,58.0,Apartment,2,204,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R453,Al Wasl Building R453-2,2,46085.0,46085.0,1225.0,,38.0,Apartment | 2450550,-,224,Renewal,-,Wasl,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,The Gardens,The Gardens Buildings,The Gardens Building 110,,2,88000.0,88000.0,1011.0,,87.0,Apartment | 59111463,G,11,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Wasl Green Park,1,41000.0,41000.0,840.0,,49.0,Apartment,-,404,Renewal,-,Wasl,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,The Gardens,The Gardens Apartments,The Gardens Apartments 1,,Studio,42000.0,42000.0,503.0,,83.0,Apartment,9,901,Renewal,-,Nakheel,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,,,1,71400.0,71400.0,750.0,,95.0,Apartment,-,116,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,2,49500.0,49500.0,1097.0,,45.0,Apartment,-,413,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Wasl Green Park,2,59000.0,59000.0,1340.0,,44.0,Apartment,-,106,Renewal,-,Wasl,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Marina,Dream Towers,Dream Tower 1,,2,82368.0,82368.0,1250.0,,66.0,Apartment | 3920447,5,507,Renewal,-,Desert Dream Investments and Development,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Samari Residences | Samari Residences 6,2,43890.0,43890.0,953.0,,46.0,Apartment | 6140269,-,316,Renewal,-,Wasl,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha,Al Barsha 1,Saratoga Complex,,2,92400.0,92400.0,1539.0,,60.0,Apartment | 3730433,6,610,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Investments Park,Dubai Investments Park 1,Themaar 1,,2,80000.0,80000.0,1767.0,,45.0,Apartment | 5981257,4,415,Renewal,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais Second,-,,,-,10000.0,10000.0,108.0,,93.0,Office,-,119-025,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,International City,Morocco Cluster,Block G,Building G-06,1,54666.0,54666.0,715.0,,76.0,Apartment | 6211617,3,308,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Investments Park,Dubai Investments Park 1,Aerosoft Residence,,1,80000.0,80000.0,796.0,,101.0,Apartment | 5980636,3,304,Renewal,-,Aerosoft International,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Souq Al Kabeer,Samayen,,Studio,56750.0,56750.0,474.0,,120.0,Apartment,-,F-204,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Jaddaf,Madeira,,,1,70000.0,70000.0,839.0,,83.0,Apartment,5,503,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Zen Cluster,Building 17,,1,59354.0,59354.0,1097.0,,54.0,Apartment | 59110323,7,705,Renewal,-,Nakheel,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Nad Al Hamar,Quartz Tower,,,2,71500.0,71500.0,1299.0,,55.0,Apartment | 4168149,10,1012,Renewal,-,,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Trade Center 2,Jumeira Tower,,,3,110250.0,110250.0,2200.0,,50.0,Apartment,14,1401,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Silicon Oasis,Azure Residences,,,1,49350.0,49350.0,942.0,,52.0,Apartment | 6261616,4,408,Renewal,-,Jamal Living,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Downtown Dubai,Downtown,29 Boulevard Towers,29 Boulevard Podium,Studio,60000.0,60000.0,613.0,,98.0,Apartment | 3450825,3,309,New Contract,-,Emaar,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 2,Al Khail Gate 2-2,,2,60000.0,60000.0,1205.0,,50.0,Apartment | 3650634,4,410,Renewal,-,Dubai Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 1,Building 47,,Studio,31421.0,31421.0,412.0,,76.0,Apartment | 3650634,3,309,Renewal,-,Dubai Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muteena,Bayt Al Muteena 01,,1,58433.0,58433.0,886.0,,66.0,Apartment,10,1041,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 15,,,3,170000.0,170000.0,3066.0,1791.0,55.0,Villa,G+1,VILLA 5,New Contract,-,Nakheel,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muraqqabat,Masaken Al Muraqqabat 01,,1,66000.0,66000.0,866.0,,76.0,Apartment,3,327,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muteena,,,1,55000.0,55000.0,,,,Apartment,-,F-107,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,The Gardens,The Gardens Apartments,The Gardens Apartments 5,,Studio,38067.0,38067.0,497.0,,77.0,Apartment,7,715,Renewal,-,Nakheel,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Marina,Marina View,Marina View Tower A,,1,76875.0,76875.0,759.0,,101.0,Apartment | 3920267,10,1006,New Contract,-,New City Developers,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Marina,DEC Towers,DEC Tower 1,,Studio,55650.0,55650.0,517.0,,108.0,Apartment | 3920577,P1,P1-14,Renewal,-,Dheeraj Group & East Coast LLC,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais First,-,,,Studio,35000.0,35000.0,3584.0,,10.0,Apartment,-,209,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Raffa,,,Studio,35500.0,35500.0,,,,Apartment,-,F-106,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 2,BMTC Building,,2,51500.0,51500.0,915.0,,56.0,Apartment,-,203,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Port Saeed,,,-,5000.0,5000.0,1389.0,,4.0,Office,-,M-01,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Al Noor Building,,1,60000.0,60000.0,720.0,,83.0,Apartment | 2310303,10TH FLOOR,1003,New Contract,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster S,Green Lake Tower 3,,3,220000.0,220000.0,2149.0,,102.0,Apartment | 3930932,32,3204,Renewal,-,Asam Investments and Real Estate,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 2,Al Khail Gate 1-24,,2,57330.0,57330.0,1196.0,,48.0,Apartment | 3650634,GF,G09,Renewal,-,Dubai Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Production City,Qasr Sabah,Qasr Sabah 1,,1,40000.0,40000.0,584.0,,68.0,Apartment | 6854426,1,124,Renewal,-,RSG International,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Sabkha,,,-,49500.0,49500.0,400.0,,124.0,Office,-,209,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Layan Community,Layan Villas,,,2,92906.0,92906.0,1496.0,1496.0,62.0,Villa | 6655385,G+1,K-77,Renewal,-,Dubai Properties,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Arjan,Al Ghaf 1 Residence,,,2,84000.0,84000.0,1386.0,,61.0,Apartment | 6731184,1,122,Renewal,-,Jersey Properties LLC,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Buteen,,,3,70000.0,70000.0,248.0,,282.0,Apartment,-,F03,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Al Hamriya,,,1,60000.0,60000.0,725.0,,83.0,Apartment,-,304,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Dhagaya,,,-,70000.0,70000.0,303.0,,231.0,Office | 1130453,M,M 32,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Azizi Riviera,Azizi Riviera 1,,,1,62000.0,62000.0,585.0,,106.0,Apartment | 3474997,2,225,New Contract,-,Azizi,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Marina,No. 9,,,2,173250.0,173250.0,1097.0,,158.0,Apartment | 3920499,2,203,Renewal,-,Select Group,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Liwan,Binghatti Jewels,,,2,70645.0,72000.0,1382.0,,51.0,Apartment | 6430102,6,615,New Contract,-,Binghatti,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Barsha First,-,,,-,250000.0,250000.0,,3875.0,,Villa,G+1,0,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Khail Heights,Al Khail Heights 2A-2B,,,1,70000.0,70000.0,1091.0,,64.0,Apartment | 3594683,3,310,New Contract,-,Texture Holdings,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Town Square,Zahra Townhouses,,,3,150000.0,150000.0,2162.0,2023.0,69.0,Townhouse | 9220222,G+1,TS ZHR TH-V-305,New Contract,-,Nshama,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Sama Residence,,1,49000.0,49000.0,757.0,,65.0,Apartment | 2310106,6,0617,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Hills Estate,Mulberry 2 at Park Heights,Mulberry A,Mulberry A1,1,105000.0,105000.0,916.0,,115.0,Apartment | 6316285,3,309,Renewal,-,Emaar,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 74,,Studio,44000.0,44000.0,484.0,,91.0,Apartment | 59110124,4,406,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 10,Bloom Towers,Bloom Tower C,1,58000.0,58000.0,754.0,,77.0,Apartment | 6816225,26,C-2609,New Contract,-,Bloom Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 79,,Studio,46000.0,46000.0,527.0,,87.0,Apartment | 59110129,2,203,New Contract,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais First,-,,,2,58000.0,58000.0,650.0,,89.0,Apartment,-,A-308,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Mirdif,Mirdif Hills,Nasayem Avenue,Nasayem Avenue - Block B,2,109699.0,110000.0,1500.0,,73.0,Apartment | 2519275,3,B.317.S,New Contract,-,Dubai Investments Real Estate,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Muteena,,,2,100000.0,100000.0,809.0,,124.0,Apartment,-,F-201,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Port Saeed,,,2,70000.0,70000.0,969.0,,72.0,Apartment,-,206,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,Wasl Village Building F41,2,55500.0,55500.0,1190.0,,47.0,Apartment,-,602,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Majan,Madison Residences,Madison Residences Astor,,Studio,40000.0,40000.0,566.0,,71.0,Apartment | 6453376,1,128,New Contract,-,DAMAC Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Furjan,Al Furjan West,Murooj Al Furjan West,,3,190000.0,190000.0,2194.0,2562.0,87.0,Townhouse | 59112467,G+1,AF15TH160,Renewal,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Baraha,,,Studio,27000.0,27000.0,326.0,,83.0,Apartment,-,103,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Mirdif,Ghoroob,Building A43,,2,63394.0,63394.0,1244.0,,51.0,Apartment | 2514114,2,207,Renewal,-,Dubai Properties,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Nahda,Al Nahda 1,Bin Juma,Bin Juma 4,1,51000.0,51000.0,7682.0,,7.0,Apartment,10,1005,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,1,40000.0,40000.0,765.0,,52.0,Apartment,-,607,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,The Springs,Springs 1,7 Street,,2,132000.0,132000.0,1688.0,2119.0,78.0,Townhouse | 3943700,G+1,S 7 D-TH-178,Renewal,Park,Emaar,-,-,Type 4M,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 98,,Studio,42000.0,42000.0,473.0,,89.0,Apartment | 59110148,5,506,New Contract,-,Nakheel,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Jumeirah Village Circle,JVC District 10,Uniestate Prime Tower,,Studio,53000.0,53000.0,508.0,,104.0,Apartment | 6816157,4,415,New Contract,-,UniEstate,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Suq Al Kabeer,-,,,-,56700.0,56700.0,206.0,,275.0,Retail,-,SHOP-3,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Dubai Sports City,Stadium Point,,,1,55000.0,55000.0,960.0,,57.0,Apartment | 6820133,11,1107,New Contract,-,Vascon Trading Ltd.,-,-,-,-,-,Yes,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Bur Dubai,Oud Metha,Al Nabooda Building,,2,73500.0,73500.0,1350.0,,54.0,Apartment | 3190273,FIRST FLOOR,112,Renewal,-,,-,-,-,-,-,No,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Deira,Al Mamzar,Al Jazeera Tower,,2,71400.0,71400.0,1568.0,,46.0,Apartment,9,906,Renewal,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
25 Apr 2026,Rental Contracts,Al Qusais,Al Mulla Building,,,2,74000.0,74000.0,1451.0,,51.0,Apartment,8,808,New Contract,-,,-,-,-,-,-,-,,,,,Yearly,-,-,-
